location_id,age_group_id,cause_id,measure_id,metric_id,sex_id,year_id,acause,age_group_name,cause_name,expected,location_name,location_type,measure,measure_name,metric_name,sex,val,upper,lower,is_estimate
25,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Micronesia (Federated States of),admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00045452738629751,0.00064296691542021,0.000334300443209472,1
26,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Papua New Guinea,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000308569749628885,0.000440956255124633,0.000182403072982246,1
27,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Samoa,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000461573397403721,0.000670207346571315,0.000319366089961751,1
28,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Solomon Islands,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000260863684182457,0.000366340226006114,0.000162731575780275,1
29,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Tonga,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000424729086545255,0.000627798193335503,0.000283538627771318,1
30,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Vanuatu,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000239254473433353,0.000339740788714646,0.000147692130931637,1
31,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,"Central Europe, Eastern Europe, and Central Asia",superregion,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00168165266782738,0.0018235395749578,0.00157348245439564,0
32,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Central Asia,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00177154937060575,0.00199903602951693,0.00159501587243778,0
33,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Armenia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00189281889698873,0.00216785991577721,0.00168666010890827,1
34,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Azerbaijan,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00211638912455884,0.00279459611956898,0.00158174355144753,1
35,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Georgia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.0023029202422644,0.00263937826733987,0.00201937701408527,1
36,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Kazakhstan,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000965411424019159,0.00108839254189603,0.00086500408801265,1
37,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Kyrgyzstan,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000856704215081393,0.000984385274719118,0.000750871229803884,1
38,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Mongolia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00111492802670939,0.00145047521134901,0.000803058838303384,1
39,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Tajikistan,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00230791914301785,0.00320582128330677,0.00175666137046774,1
40,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Turkmenistan,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00219545287581565,0.00255650394563062,0.00189402090400683,1
41,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Uzbekistan,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00205801655042927,0.00233664273535893,0.00182863093174201,1
42,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Central Europe,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00171932377130667,0.00183029590596447,0.00160604038566825,0
43,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Albania,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00194765867933775,0.00263767372277986,0.00155187295832133,1
44,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Bosnia and Herzegovina,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00220376874162757,0.00280328407151321,0.00171575798254286,1
45,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Bulgaria,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00199208760556846,0.00217115563615724,0.00183838941671749,1
46,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Croatia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00183217810845091,0.00201303451213231,0.00166337669323825,1
47,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Czechia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00141603630829106,0.00151978831056429,0.00130908082051702,1
48,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Hungary,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00134136659428625,0.00143621447752144,0.00124089262593685,1
49,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,North Macedonia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00244518493639672,0.00313054879507679,0.0019754453837945,1
50,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Montenegro,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00266547809526642,0.00357581973011391,0.00209050428666413,1
51,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Poland,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00169136366448931,0.00179289182164633,0.00158087315635456,0
52,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Romania,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00176813447735467,0.00192906359151913,0.00160280806397791,1
53,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Serbia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00193828093536112,0.00254890032808647,0.00148843514588308,1
54,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Slovakia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00166938816491911,0.00208034522621078,0.00124684260349651,1
55,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Slovenia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00128329536406749,0.00145203234372401,0.00114820313047902,1
56,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Eastern Europe,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00149349997634382,0.00163019848182659,0.00136375129834559,0
57,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Belarus,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00138980128851561,0.00159510778413456,0.00121151269197808,1
58,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Estonia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00175455258392908,0.0020002804373258,0.00156287844863848,1
59,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Latvia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00202795957541337,0.00228422591924078,0.00180395095858602,1
60,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Lithuania,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00212744236136459,0.00230643431780419,0.00196698277550816,1
61,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Republic of Moldova,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.0014991064423117,0.00172713405923766,0.00131286636721132,1
62,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Russian Federation,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00147351368632875,0.00162387270174414,0.00132736501010205,0
63,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Ukraine,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00155228483777978,0.00169118872882092,0.00142249862513575,0
64,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,High-income,superregion,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00133725700095317,0.00141598747681661,0.00125432997833007,0
65,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,High-income Asia Pacific,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000714693172861987,0.00081297014219693,0.000632877001209025,0
66,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Brunei Darussalam,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00121704607418641,0.00159509921815364,0.00092230651098335,1
67,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Japan,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000668589216509289,0.000757340591117311,0.000587924244511571,0
68,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Republic of Korea,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000824145390486088,0.00107634320863146,0.00066812418085928,1
69,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Singapore,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000770000205313831,0.000870948889054491,0.000673113303245496,1
70,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Australasia,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00138332754845146,0.00147777382990212,0.00128670653045331,0
71,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Australia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00137316766777875,0.00145587745229186,0.00128230263083465,1
72,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,New Zealand,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00143548034394632,0.00158437604680286,0.00129770402439437,0
73,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Western Europe,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00161630954067786,0.00171795172826253,0.00150454107827724,0
74,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Andorra,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00200639289208969,0.00263527730046048,0.0015054787755597,1
75,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Austria,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00140351628953151,0.00153427952113719,0.00128514924200286,1
76,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Belgium,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00162171573506064,0.00176576251578162,0.00146891659153552,1
77,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Cyprus,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.001365870774891,0.00179270797235795,0.00103528180749523,1
78,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Denmark,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00139152212720215,0.00152865940829791,0.0012742548093394,1
79,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Finland,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00138317356987824,0.0015204229138524,0.00124702159638426,1
80,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,France,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00154695355362865,0.00169023114886364,0.0013972074046763,1
81,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Germany,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00214980093494033,0.00230126205535238,0.00200177740008882,1
82,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Greece,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00229714406074732,0.00248762963029217,0.00210997394566458,1
83,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Iceland,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.0021088254057362,0.00239019479975423,0.00186430531208524,1
84,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Ireland,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.0015126976725598,0.00166324499258286,0.00135500415955792,1
85,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Israel,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00155933706099013,0.00171774168145316,0.00139566429695412,1
86,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Italy,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.0013733921652782,0.00152992550948811,0.00124192572400865,0
87,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Luxembourg,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00133871865258258,0.00149063097061987,0.00119421729793072,1
88,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Malta,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00133273922990924,0.0014903229811658,0.0011727707454846,1
89,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Netherlands,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00134328440476318,0.00142458368192693,0.00124422467392101,1
90,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Norway,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00166321630037042,0.00188443564200766,0.00145226768927899,0
91,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Portugal,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00176885536696662,0.00194349392220322,0.00159964306556066,1
92,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Spain,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00145671733054393,0.00156566581994923,0.00134591299046123,1
93,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Sweden,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00146556941395739,0.00157318277539544,0.00135878706959805,1
94,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Switzerland,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.0012426763760952,0.00135866171076917,0.00112608666788017,1
95,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,United Kingdom,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00149265536411392,0.00159689805749862,0.00137812134840367,0
96,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Southern Latin America,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00116439539364385,0.00125490861988363,0.0010821200189423,0
97,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Argentina,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00121909020413846,0.00130997938916167,0.00112750411269492,1
98,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Chile,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000947241657580902,0.00104510100928208,0.000863467988765009,1
99,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Uruguay,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00161264671530448,0.00183761357806567,0.00143492553035545,1
100,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,High-income North America,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00136090456411454,0.00145949889651997,0.00126428877409698,0
101,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Canada,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00156908596100075,0.00165414113183642,0.00148766399384211,1
102,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,United States of America,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00133736257348632,0.00143852099815446,0.00123520673208168,0
103,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Latin America and Caribbean,superregion,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00136038166553558,0.001431969411216,0.00127167470266592,0
104,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Caribbean,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00132352934696979,0.00156248800999458,0.0011432212079072,0
105,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Antigua and Barbuda,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000748409326489057,0.000872332353365462,0.00065670241376421,1
106,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Bahamas,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00115297553342186,0.00133565414253564,0.00101350443077269,1
107,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Barbados,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00114128252773651,0.00131308504029754,0.00102538660407963,1
108,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Belize,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000868928254643141,0.00100212695634789,0.000751497282035325,1
109,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Cuba,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00168943735214225,0.0018711646523742,0.00151886461106881,1
110,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Dominica,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000711319794565474,0.000911957875738653,0.000527409315540091,1
111,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Dominican Republic,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00114033520677008,0.00148874199630357,0.000794556572504916,1
112,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Grenada,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00077889693088908,0.000892392954995349,0.000678159929132868,1
113,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Guyana,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000493982866983841,0.00057271710858632,0.000429378540262826,1
114,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Haiti,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00118708169965878,0.00165331597127998,0.000847528347120746,1
115,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Jamaica,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000788324385736779,0.000909261599837732,0.00067887557322129,1
116,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Saint Lucia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000756221038151547,0.000878602273504966,0.000664110497255271,1
117,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Saint Vincent and the Grenadines,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000784172397480941,0.000912124882203588,0.000681278635930855,1
118,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Suriname,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00182293205314647,0.00237812537905624,0.00133182550729116,1
119,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Trinidad and Tobago,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.000776286430156995,0.000901883621911207,0.000673269000572893,1
120,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Andean Latin America,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00173085496886958,0.00208095686661489,0.00139780376264861,0
121,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Bolivia (Plurinational State of),admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00143921569246658,0.00191462131151099,0.000924493077533,1
122,27,477,2,3,3,2023,neo_brain,Age-standardized,Brain and central nervous system cancer,FALSE,Ecuador,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Both,0.00123063360448056,0.00137559061854008,0.00110379472178739,1
